Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
O15075	DCLK1	5.62129112985621e-05	143731.093060662	15391.1223144531	3.22310811705379	0.00118091202284862
P33992	MCM5	5.69088955338258e-05	25904.7406939338	18014.2377929688	0.523998447493887	0.00118739833510803
P62829	RPL23	5.69650545263903e-05	363951.340073529	194431.71875	0.904474563231883	0.00118739833510803
Q5T0D9	TPRG1L	5.71866287955708e-05	17580.9082605699	10626.4484863281	0.726214338642491	0.00118739833510803
O94776	MTA2	5.81915951209443e-05	19803.9721392463	3049.90893554688	2.69847880111875	0.00118981822543091
P29728	OAS2	5.75783884137511e-05	25474.47218233	1558.25042724609	4.03012769547884	0.00118981822543091
Q15121	PEA15	5.81886155576681e-05	25537.1313763787	9015.95959472656	1.50188351210001	0.00118981822543091
Q92466	DDB2	5.80190949208803e-05	20656.0131548713	1100.37060546875	4.2291899094717	0.00118981822543091
P30419	NMT1	5.87701148354009e-05	68708.3074448529	38352.3955078125	0.841130235990653	0.00119707796643819
O43299	AP5Z1	5.94123268660621e-05	7531.43267463235	4015.37469482422	0.907030461987133	0.00120557513265718
P01889	HLA-B	6.08200336000232e-05	2955786.30882353	176506.58984375	4.06573984637277	0.00122261965307142
P38919	EIF4A3	6.10277643164844e-05	83033.0250459559	36091.69140625	1.20197853128926	0.00122261965307142
P39748	FEN1	6.11652169167705e-05	25375.630859375	8904.58178710938	1.51066192091884	0.00122261965307142
Q29RF7	PDS5A	6.0910920950804e-05	12319.9889131434	4278.54559326172	1.52547143477517	0.00122261965307142
O15294	OGT	6.17339098931056e-05	12477.9792049632	7908.30310058594	0.657761822643219	0.00122707210939281
Q16630	CPSF6	6.18460835422923e-05	79577.7232306985	12397.9024658203	2.6821522023607	0.00122707210939281
O15143	ARPC1B	6.26803887447784e-05	96551.1354549632	16579.8354492188	2.54177652464505	0.00123903631920951
O94808	GFPT2	6.3185197726312e-05	53412.7280560662	11932.9515380859	2.16211174832954	0.00124442317727887
O15042	U2SURP	6.34802179500269e-05	13726.4229664522	4083.45526123047	1.74874012988005	0.00124565394709998
A8MWD9;P62308	SNRPGP15;SNRPG	6.37280638402008e-05	125401.714613971	54874.7041015625	1.1923176233284	0.00124595342332831
O75582	RPS6KA5	6.50173314836287e-05	23574.7919347426	10093.2915039063	1.22370538345391	0.00126653761730109
Q96F15	GIMAP5	6.52844549008272e-05	36089.2563189338	1978.59655761719	4.18829107064953	0.00126713342356424
O60271	SPAG9	6.59847475654268e-05	20563.1748046875	11498.5693359375	0.838483190752927	0.00127590401908128
P50851	LRBA	6.62126782349442e-05	19608.5598575368	9864.27758789062	0.99105203029108	0.00127590401908128
P62081	RPS7	6.64984044422591e-05	673062.505514706	431688.2421875	0.640747349389633	0.0012768170343985
B7ZW38;O60812;P0DMR1	HNRNPCL3;HNRNPCL1;HNRNPCL4	6.70653272362159e-05	139726.553768382	71608.373046875	0.964385876702268	0.00128310342144432
O00160	MYO1F	6.84872958890552e-05	38953.2003963695	1169.05725097656	5.05709083722429	0.00130260377900719
Q5EBM0	CMPK2	6.85708914840447e-05	61307.8971737132	11909.3347167969	2.36385896395881	0.00130260377900719
P17931	LGALS3	7.06520876933034e-05	169925.616498162	30561.2866210938	2.47507896434461	0.00133739658577041
O95361	TRIM16	7.18537140957276e-05	7893.5043370864	604.555480957031	3.70433487909007	0.00134291624949809
P52179	MYOM1	7.30554146725432e-05	11714044.6176471	17324250.5	-0.564553726939467	0.00134291624949809
P60842	EIF4A1	7.2304842153848e-05	1171010.41176471	840094.1875	0.479129195569932	0.00134291624949809
Q14839	CHD4	7.26535842422043e-05	30060.877355239	10788.1971435547	1.47829960272801	0.00134291624949809
Q8NDA2	HMCN2	7.18156528455064e-05	61812.2173713235	24534.4829101563	1.33302235237024	0.00134291624949809
Q96P48	ARAP1	7.23335109048559e-05	16720.3708639706	3975.94207763672	2.0718753920721	0.00134291624949809
Q9H1R3	MYLK2	7.13877631903798e-05	719685.261374081	1883225.5625	-1.38776855609932	0.00134291624949809
Q9UNF1	MAGED2	7.27679080746178e-05	116198.500689338	29335.9116210938	1.9858025461836	0.00134291624949809
Q9Y6W5	WASF2	7.31998403683857e-05	46817.3982077206	14996.3796386719	1.64233430828942	0.00134291624949809
Q12907	LMAN2	7.40265373330238e-05	169559.663602941	91489.509765625	0.890099002565439	0.00134884408330955
Q13838	DDX39B	7.39909054584545e-05	570956.494485294	312348.7109375	0.870218625107116	0.00134884408330955
Q6ZS17	RIPOR1	7.47433442824929e-05	18689.9566865809	9490.1044921875	0.977615335255251	0.00135728845871632
Q02880	TOP2B	7.60902726405255e-05	27761.1899701287	13785.0700683594	1.00985815666073	0.00137707969775438
O94973	AP2A2	7.89437855604023e-05	61645.8658088235	20137.8002929688	1.61402640381912	0.00137985562788768
P14625	HSP90B1	7.7267409194063e-05	1392012.4375	521137.78125	1.41743257760121	0.00137985562788768
P33176	KIF5B	7.81578257419279e-05	254609.647977941	147401.505859375	0.788526038006019	0.00137985562788768
P46777	RPL5	7.90770352364232e-05	212635.058823529	108625.103515625	0.96900865179232	0.00137985562788768
P46781	RPS9	7.65409185330703e-05	1114267.19852941	597215.734375	0.89976873253986	0.00137985562788768
P55265	ADAR	7.82635865263758e-05	18021.2334271599	4101.24194335938	2.13521326972088	0.00137985562788768
Q00610	CLTC	7.85089545549899e-05	846693.207720588	357240.6171875	1.24493915730625	0.00137985562788768
Q13123	IK	7.82691558661097e-05	111075.342830882	51773.9677734375	1.10121193861742	0.00137985562788768
Q13895	BYSL	7.89985902274116e-05	39718.3044577206	22200.21484375	0.839165414125965	0.00137985562788768
Q6ZXV5	TMTC3	7.87735307446176e-05	16200.4864430147	5327.08575439453	1.60434792518839	0.00137985562788768
Q86UX7	FERMT3	7.83517129556573e-05	161852.495404412	51511.1220703125	1.65169572984078	0.00137985562788768
P13796	LCP1	7.98226920059825e-05	483329.9765625	44181.7426757813	3.45145359186628	0.00138146603586866
Q96D31	ORAI1	7.99429664213713e-05	12960.2387408088	868.000549316406	3.8985913951527	0.00138146603586866
Q9UKX3	MYH13	7.95633794211157e-05	10170275.0147059	29100964	-1.51670830260734	0.00138146603586866
O75643	SNRNP200	8.03057303152405e-05	54790.0357306985	25972.4013671875	1.07687858883043	0.00138260318005411
Q0JRZ9	FCHO2	8.0524956538526e-05	21497.0566693474	6090.0400390625	1.81937864961256	0.00138260318005411
O95219	SNX4	8.12560914287935e-05	56908.2802159927	13472.0490722656	2.07856219886266	0.00139069930282443
P37837	TALDO1	8.24251540330263e-05	914233.119485294	436978.4609375	1.06499661245172	0.00140621512788192
P07858	CTSB	8.31154274749208e-05	165003.377297794	50770.1494140625	1.70041472703745	0.00141348998407349
O76021	RSL1D1	8.38011887672119e-05	49789.5573299632	22631.3774414063	1.13745504676561	0.00141769338501358
P16949	STMN1	8.42912284183671e-05	35180.4247472427	1427.10866105557	4.6225952415943	0.00141769338501358
Q14155	ARHGEF7	8.44211666640529e-05	82244.5413602941	39383.177734375	1.06230377378872	0.00141769338501358
Q96EP0	RNF31	8.41638747697502e-05	10458.8848230699	6157.52160644531	0.764073063479367	0.00141769338501358
P53992	SEC24C	8.53798067526631e-05	111653.159696691	63601.890625	0.81185983913894	0.0014293113274188
Q96I24	FUBP3	8.69336257501936e-05	35934.4231387868	12532.4243164063	1.51958589234186	0.00145078951135136
P12277	CKB	8.80232281181504e-05	2895125.19117647	728789.453125	1.99004976904302	0.00145595134175851
Q9H4M9	EHD1	8.80582853704981e-05	393449.488970588	157659.751953125	1.31935487398006	0.00145595134175851
Q9Y6I3	EPN1	8.79342256370266e-05	15918.8677045037	3523.50378417969	2.17524566235724	0.00145595134175851
Q8NI27	THOC2	8.88607371982141e-05	10391.1206054687	5256.93359375	0.98278342027353	0.00146469836667949
Q99459	CDC5L	8.93254807139963e-05	49708.6193704044	20006.4970703125	1.31295533580164	0.00146784233185545
O00534	VWA5A	9.12964217578919e-05	34680.9586397059	6720.08557128906	2.36737760053572	0.00149108210779581
P50552	VASP	9.11823795587864e-05	36669.8484604779	15321.0239257813	1.25898742489977	0.00149108210779581
P14550	AKR1A1	9.4198462173944e-05	299234.442095588	166122.30859375	0.849021729413288	0.00152453523222302
P20036	HLA-DPA1	9.38918443672219e-05	164168.377412684	10250.5927734375	4.00125627632856	0.00152453523222302
P59998	ARPC4	9.40876075907988e-05	870342.452205883	264889.546875	1.71618680820187	0.00152453523222302
O95352	ATG7	9.52392532952532e-05	52040.6357996324	32220.2426757813	0.69162645260308	0.0015334313387041
P36543	ATP6V1E1	9.53206338974172e-05	101068.299172794	56648.7021484375	0.835190280305768	0.0015334313387041
P61158	ACTR3	9.62986843071978e-05	546022.050551471	182871.33203125	1.57812239742026	0.00154413598230025
Q04941	PLP2	9.65625450943783e-05	81976.2518382353	30915.2534179688	1.406840530761	0.00154413598230025
Q16822	PCK2	9.72650641216993e-05	44500.0880055147	2635.64471435547	4.07703310174946	0.00155074091815459
A0A0J9YXX1	IGHV5-10-1	9.88482251525909e-05	372037.252297794	29670.052734375	3.64831906650338	0.00156203522755879
O75884	RBBP9	9.88177286600101e-05	112681.683823529	51353.1220703125	1.13370103952771	0.00156203522755879
P29373	CRABP2	9.86896991266296e-05	39527.8078326057	3604.62963867188	3.45454482770619	0.00156203522755879
P30519	HMOX2	9.93272794080361e-05	47850.140625	19000.6850585938	1.33239580299769	0.00156498892879073
P49593	PPM1F	0.000100465984636279	70564.2699908088	36487.3549804688	0.951501753241865	0.00157587468448383
Q9BXX0	EMILIN2	0.000100606522698053	42835.6517118566	5601.10040283203	2.93477229291224	0.00157587468448383
Q01130	SRSF2	0.000102072906280796	431652.792279412	157548.767578125	1.45406369498763	0.00159418238759833
P30566	ADSL	0.000104224490887153	697722.106617647	1439768.90625	-1.04511381905598	0.00162305406303045
P61619	SEC61A1	0.000104656829322631	41261.0016084559	16941.1606445313	1.2841609687691	0.00162506270922125
Q00341	HDLBP	0.000105070320216322	134790.474264706	65521.6904296875	1.04065204201009	0.00162676793467872
O00299	CLIC1	0.000105809948728653	692605.327205883	193113.921875	1.84257383935118	0.00163349825746224
O95782	AP2A1	0.00010924928894729	250069.511029412	133222.240234375	0.908483395550946	0.00164825636815151
P05161	ISG15	0.000107257685173409	54677.3790785846	4689.97119140625	3.54298554406555	0.00164825636815151
P09661	SNRPA1	0.00010857105314754	104963.917509191	41749.5986328125	1.33002468231916	0.00164825636815151
P16885	PLCG2	0.000109164101341357	15244.8937844669	4654.02886962891	1.71146407846138	0.00164825636815151
P19838	NFKB1	0.000108825324967278	39403.2390854779	16948.2287597656	1.21709460123915	0.00164825636815151
P26640	VARS1	0.000108730090211472	255277.677389706	144850.564453125	0.817492121260006	0.00164825636815151
P53680	AP2S1	0.00010953505078625	207630.092830882	46610.021484375	2.15527252048465	0.00164825636815151
Q8NFW8	CMAS	0.000108720509151884	44504.5269990809	18535.7932128906	1.26356040905055	0.00164825636815151
Q96MM6	HSPA12B	0.000108944509336443	101666.358226103	40875.68359375	1.31449230760766	0.00164825636815151
Q8IXM6	NRM	0.000110636858422561	134186.6796875	38409.591796875	1.80466536966201	0.00166017269067131
A6NI72;P14598	NCF1B;NCF1	0.000112445795281434	62087.3420840993	11270.3723144531	2.46163599473899	0.00168260370201855
P26599	PTBP1	0.000113207463907897	108096.674172794	33266.1611328125	1.70015147253447	0.00168928240711589
A4UGR9	XIRP2	0.000113984701081286	166318.235294118	53237.7158203125	1.64339867849232	0.00169213643533752
Q53GS9	USP39	0.000114030474735271	28801.3370289522	12333.6281738281	1.22342156028559	0.00169213643533752
P42226	STAT6	0.000114883508662436	25517.0563534007	5275.66711425781	2.27376303232956	0.00169540208238201
Q7L014	DDX46	0.000114858438101723	30986.3108340993	5971.50561523438	2.37522279068004	0.00169540208238201
Q13671	RIN1	0.000115435494566502	11585.631060432	4267.13720703125	1.44065816875882	0.00169886797910097
P22891	PROZ	0.000116132984080324	45630.2048196232	5518.00634765625	3.04750867965057	0.0016997934309243
Q8TEX9	IPO4	0.000116053614469934	19705.2733226103	8914.11584472656	1.14425631082025	0.0016997934309243
Q68CZ2	TNS3	0.000116502393748557	23520.5762580423	3123.93896484375	2.9120234899018	0.00170055401447145
Q96HE7	ERO1A	0.000116929171578376	41365.8351332721	22053.7421875	0.907350813051633	0.00170214557648195
O75147	OBSL1	0.000118110132826549	32663.8547794118	16113.0070800781	1.01937976407291	0.00171004319338331
Q9Y5K6	CD2AP	0.000118087599272659	97808.7380514706	38048.541015625	1.36208430775961	0.00171004319338331
Q8N2K0	ABHD12	0.000119608680775527	21711.9364085478	7389.52233886719	1.55474016217443	0.00172707197551077
Q9NUV9	GIMAP4	0.000120057113415085	154341.784237132	20846.0390625	2.88821429383643	0.00172888698001239
P12882	MYH1	0.000120948651116699	187181464	501482696	-1.42176234702589	0.00173241156158331
P49366	DHPS	0.000120685982942348	16101.9434168199	25318.4477539063	-0.653011114003747	0.00173241156158331
Q9NZ08	ERAP1	0.000123255189042526	257652.353400735	88157.556640625	1.54725326118875	0.0017607414605355
Q15287	RNPS1	0.000124086709425533	83173.1571691177	30667.9580078125	1.43933884510683	0.00176321618671772
Q9BXP5	SRRT	0.000123851289986816	39721.0026424632	15311.0498046875	1.37523461249123	0.00176321618671772
Q86U38	NOP9	0.000124866265468934	16264.5979721967	7560.0537109375	1.10507595430445	0.00176959942888116
Q08AF3	SLFN5	0.000126598201998278	41366.4601332721	20752.2470703125	0.995124427214845	0.00178941046993344
Q15286	RAB35	0.00012697811356994	30634.9685202206	7254.28662109375	2.07807485444015	0.00179005724840571
O43813	LANCL1	0.000127547802565112	563872.058823529	897161.765625	-0.670001890596745	0.00179336897202442
Q9BS26	ERP44	0.000128304064647736	120070.442555147	68288.7626953125	0.814139824355425	0.00179927977570136
Q15393	SF3B3	0.000129895003290393	97146.5107996324	44668.609375	1.12086854094978	0.00181683428884239
Q15717	ELAVL1	0.000130907224002647	184304.828584559	102361.5390625	0.848406030076418	0.00182622395568276
P04439	HLA-A	0.000131523216154337	673138.490349265	54603.3486328125	3.62381559741011	0.0018300516076332
O95302	FKBP9	0.000132862227662493	50482.4153262868	17179.9521484375	1.55497094639922	0.00184389366214502
Q86WC6	PPP1R27	0.000133800735264077	37433.9096966912	113718.5390625	-1.60306251637684	0.00185212025532213
O15247	CLIC2	0.000136246507763668	70642.2766544118	19659.4440917969	1.8452359290459	0.00187919476805202
Q9Y5W7	SNX14	0.000136458234977083	259231.943014706	131446.5859375	0.979755853787409	0.00187919476805202
O00442	RTCA	0.000138565649034177	177476.131893382	312902.9453125	-0.818094834246316	0.00190332354327201
Q9HC07	TMEM165	0.000139250694350559	9156.53132180607	292.902801513672	4.96139016382564	0.00190784135456763
P29590	PML	0.000139815513668227	325814.134650735	70259.544921875	2.21326252215226	0.00191069312938952
Q9Y4P3	TBL2	0.000142485234702884	25171.4718520221	2762.53814506531	3.1872011464091	0.00194222239771845
O15031	PLXNB2	0.000147013379204125	29343.2468405331	6316.43994140625	2.21561656561021	0.0019988595746104
Q07065	CKAP4	0.000147410761142697	75986.4924172794	22205.01171875	1.77479268080401	0.00199918847453526
P19878	NCF2	0.000148890497091067	28412.7448658663	1252.18109130859	4.50287140057239	0.00201415755787082
P12956	XRCC6	0.000150658199765941	478938.481617647	242642.19921875	0.981003932551144	0.00203119498635536
Q9H2G2	SLK	0.000150908270406838	26955.3708639706	14552.6452636719	0.889192207519123	0.00203119498635536
Q8TF05	PPP4R1	0.000151672653757955	13530.4354319853	5814.03576660156	1.21834829795687	0.00203636693278537
Q14697	GANAB	0.000152467438228707	413114.652573529	226248.00390625	0.86863079085051	0.0020400076768731
Q8N1F7	NUP93	0.000152705446784789	92201.2522977941	67576.4052734375	0.448245388467591	0.0020400076768731
P20591	MX1	0.000154148416864647	19969.2878274357	1697.99890136719	3.55502605756137	0.00205416186354208
Q68EM7	ARHGAP17	0.000155727967762005	126904.742647059	70832.66015625	0.841238989098826	0.00207006134814158
Q9Y5B9	SUPT16H	0.000156559079245873	45759.3073874081	14388.3876953125	1.66906001258162	0.00207595788990134
O60264	SMARCA5	0.000158426356788379	41946.0441176471	14162.8197021484	1.56632437397693	0.00208898657083259
P63010	AP2B1	0.000158843357776656	131198.836397059	70286.6416015625	0.900411971408638	0.00208898657083259
Q16774	GUK1	0.000159180663932753	69150.9165900735	36311.7514648438	0.929272125137388	0.00208898657083259
Q8IY95	TMEM192	0.000159491414498886	34235.1886488971	9617.13403320313	1.83165102615225	0.00208898657083259
Q92575	UBXN4	0.000158856814461783	27436.4638097426	14691.5080566406	0.90101386012464	0.00208898657083259
Q9P291	ARMCX1	0.000161929373567233	24706.891027114	7110.51501464844	1.7966846367669	0.00211574549804797
P13498	CYBA	0.000163354564260607	49464.3106617647	12212.1127929688	2.01795702038203	0.00212036596899548
Q9H7C4	SYNC	0.000163470439648149	82881.7807904412	32017.0239257813	1.37217072998436	0.00212036596899548
Q9NPL8	TIMMDC1	0.000162955551056702	78059.9572610294	39797.3994140625	0.971872262308163	0.00212036596899548
P47755	CAPZA2	0.00016539220601969	1869318.57352941	2972905.9375	-0.669361845084664	0.00212660287695674
Q15773	MLF2	0.000164859548488665	39210.4602481618	23432.0830078125	0.74269179918301	0.00212660287695674
Q8WVV9	HNRNPLL	0.000164851737029701	26268.4935087316	9325.25256347656	1.49396405983381	0.00212660287695674
Q99570	PIK3R4	0.000165539182320508	11924.9739774816	6031.09057617188	0.983256121020487	0.00212660287695674
P06396	GSN	0.00016650940160078	3920646.83088235	1503884.375	1.38239708066294	0.00213394943630473
Q9HAB8	PPCS	0.000168128926838074	81536.8023897059	28102.4018554688	1.53670660398831	0.00214956243692497
Q7L576	CYFIP1	0.000168757539466668	102579.940027574	34673.7172851563	1.56479260804684	0.00215246223553081
O75023	LILRB5	0.000169329968792674	21496.6901999081	1985.08776855469	3.43611326369299	0.00215308502036399
P52566	ARHGDIB	0.000169610206942991	154379.398897059	37979.7807617188	2.0231387774956	0.00215308502036399
Q16799	RTN1	0.000170488939290364	12595.9784474092	312.998626708984	5.32606113439061	0.00215912351720681
Q8NEB9	PIK3C3	0.000172666688136448	17523.1742876838	6765.54858398438	1.37277208939596	0.00218154586874281
P16401	H1-5	0.000173725384664854	1024903.58731618	47023.79296875	4.4459227994047	0.00218975737799911
O15273	TCAP	0.000174930937909833	974694.375	1877573.53125	-0.945848353694929	0.00219309861828311
P62244	RPS15A	0.000175218631440204	1063281.05147059	648294.859375	0.713798723587475	0.00219309861828311
Q13596	SNX1	0.000174889508322391	74404.3014705882	25622.1103515625	1.53794041607456	0.00219309861828311
Q15648	MED1	0.00017587359783747	6315.13386086857	2580.35913085938	1.29068244497472	0.00219616518325251
